This file was created by CMPT_IND_RETS using the 202106 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
199608,    958.18,   1319.61,    971.41,    908.32,    695.22
199609,    987.88,   1355.65,    998.13,    949.78,    721.98
199610,   1026.89,   1425.86,   1072.88,   1019.92,    761.88
199611,   1027.69,   1471.68,   1065.69,   1014.30,    794.99
199612,   1073.26,   1542.85,   1177.26,   1091.18,    858.54
199701,   1060.78,   1548.97,   1160.01,   1066.00,    842.94
199702,   1099.71,   1607.28,   1250.40,   1171.77,    896.37
199703,   1139.74,   1598.12,   1201.14,   1188.61,    926.47
199704,   1100.90,   1572.73,   1121.20,   1104.16,    875.98
199705,   1142.69,   1624.17,   1196.35,   1175.43,    924.07
199706,   1221.00,   1736.46,   1308.54,   1260.51,    973.27
199707,   1176.54,   1743.39,   1232.93,   1263.61,    953.18
199708,   1253.02,   1859.32,   1371.77,   1295.41,   1043.13
199709,   1217.50,   1794.07,   1350.93,   1228.24,    996.26
199710,   1291.52,   1882.90,   1422.26,   1317.09,   1078.93
199711,   1262.26,   1813.14,   1356.84,   1309.42,   1052.12
199712,   1335.95,   1874.66,   1427.14,   1354.43,   1089.65
199801,   1377.76,   1897.19,   1415.90,   1410.40,   1147.74
199802,   1377.86,   1870.97,   1501.11,   1496.56,   1127.70
199803,   1508.86,   1994.37,   1632.81,   1596.07,   1234.16
199804,   1611.32,   2104.81,   1709.59,   1659.57,   1304.13
199805,   1600.25,   2138.15,   1768.67,   1704.82,   1337.40
199806,   1652.25,   2093.86,   1673.01,   1677.92,   1307.45
199807,   1616.19,   2048.60,   1714.46,   1660.71,   1302.72
199808,   1574.76,   1932.45,   1752.49,   1669.60,   1291.72
199809,   1364.73,   1728.47,   1472.37,   1476.38,   1021.64
199810,   1403.74,   1824.96,   1697.79,   1688.19,   1009.40
199811,   1539.41,   1949.76,   1820.83,   1774.28,   1089.08
199812,   1672.99,   2006.18,   2010.00,   1908.20,   1162.30
199901,   1774.02,   2008.80,   2330.97,   2015.42,   1203.63
199902,   1796.80,   1990.60,   2664.04,   2036.03,   1229.02
199903,   1770.12,   1955.71,   2429.17,   2077.55,   1242.12
199904,   1797.50,   2084.77,   2585.42,   2148.36,   1280.91
199905,   1865.57,   2312.95,   2724.56,   2038.44,   1377.20
199906,   1846.94,   2276.36,   2698.54,   2008.49,   1336.45
199907,   1851.00,   2359.22,   2945.11,   2110.65,   1490.88
199908,   1785.89,   2386.12,   2924.06,   2033.99,   1405.81
199909,   1714.94,   2410.56,   3002.06,   2145.12,   1340.42
199910,   1663.36,   2347.32,   3007.68,   2003.31,   1285.51
199911,   1748.54,   2437.76,   3191.37,   2275.97,   1443.04
199912,   1798.99,   2345.68,   3567.89,   2335.95,   1415.49
200001,   1859.83,   2495.18,   4193.02,   2221.51,   1440.57
200002,   1720.32,   2397.72,   4043.92,   2411.90,   1384.39
200003,   1638.11,   2288.99,   4611.30,   2347.59,   1308.34
200004,   1829.33,   2477.43,   4867.44,   2307.48,   1498.93
200005,   1808.15,   2514.62,   4384.78,   2451.26,   1455.29
200006,   1810.94,   2557.79,   3919.68,   2379.73,   1515.73
200007,   1658.77,   2076.27,   3941.95,   2598.77,   1758.35
200008,   1673.57,   2074.74,   3739.81,   2462.98,   1866.17
200009,   1661.18,   2263.00,   4149.67,   2574.98,   2045.80
200010,   1711.14,   2260.62,   3637.43,   2700.99,   2080.29
200011,   1773.50,   2296.23,   3439.48,   2833.93,   2069.28
200012,   1767.86,   2254.21,   2721.97,   2905.01,   1941.60
200101,   1882.13,   2434.63,   2555.02,   3027.04,   2034.60
200102,   1976.14,   2358.11,   2971.31,   2784.22,   2039.82
200103,   1933.59,   2335.59,   2334.07,   2787.99,   1957.72
200104,   1881.04,   2269.97,   2100.38,   2587.10,   1898.79
200105,   1996.72,   2494.43,   2433.83,   2718.40,   2027.46
200106,   2050.73,   2542.74,   2402.81,   2791.89,   2123.96
200107,   2029.73,   2266.15,   2536.99,   2841.49,   2145.61
200108,   2106.22,   2256.41,   2454.06,   2919.82,   2101.75
200109,   2038.86,   2208.33,   2181.92,   2837.75,   1999.31
200110,   1896.38,   1966.41,   1888.62,   2829.91,   1842.71
200111,   1951.41,   2046.77,   2065.65,   2878.66,   1853.40
200112,   2099.79,   2105.81,   2359.21,   3030.46,   2019.57
200201,   2188.53,   2188.95,   2390.51,   2949.33,   2106.48
200202,   2258.88,   2181.30,   2357.42,   2885.54,   2067.79
200203,   2310.91,   2260.88,   2128.50,   2872.50,   2073.39
200204,   2393.39,   2434.69,   2259.85,   2914.93,   2207.46
200205,   2412.63,   2391.49,   2000.49,   2696.31,   2135.60
200206,   2421.02,   2360.07,   1984.96,   2656.19,   2129.19
200207,   2292.94,   2368.52,   1698.01,   2319.88,   2106.16
200208,   2085.56,   2137.37,   1553.22,   2270.05,   1991.52
200209,   2132.86,   2121.56,   1563.31,   2289.26,   2024.27
200210,   1958.11,   1951.37,   1352.49,   2176.57,   1817.34
200211,   2059.07,   2023.83,   1623.13,   2305.91,   1940.68
200212,   2086.80,   2122.03,   1893.18,   2417.77,   2039.39
200301,   2009.42,   2105.49,   1688.47,   2331.18,   1953.37
200302,   1923.47,   2041.52,   1671.19,   2335.57,   1914.93
200303,   1890.93,   2021.27,   1696.00,   2333.75,   1872.13
200304,   1931.36,   2059.81,   1699.98,   2327.70,   1889.81
200305,   2097.00,   2153.96,   1885.56,   2430.53,   2130.20
200306,   2230.63,   2295.84,   2076.73,   2545.22,   2246.94
200307,   2221.79,   2333.17,   2167.26,   2669.01,   2219.20
200308,   2263.51,   2364.03,   2270.29,   2701.71,   2306.50
200309,   2379.91,   2468.62,   2397.75,   2632.68,   2325.55
200310,   2335.02,   2425.02,   2369.04,   2642.28,   2342.37
200311,   2521.66,   2563.42,   2578.09,   2657.50,   2511.79
200312,   2587.88,   2611.54,   2632.02,   2701.41,   2558.11
200401,   2629.87,   2838.38,   2736.87,   2860.75,   2689.97
200402,   2643.92,   2847.63,   2855.44,   2962.36,   2767.89
200403,   2778.34,   2931.86,   2819.74,   2989.93,   2826.59
200404,   2802.55,   2936.03,   2757.87,   2884.88,   2774.84
200405,   2801.86,   2945.37,   2659.83,   2998.71,   2689.68
200406,   2785.16,   2978.89,   2755.16,   3002.55,   2761.70
200407,   2766.35,   3092.75,   2834.24,   2841.58,   2618.23
200408,   2657.54,   3062.62,   2657.17,   2683.62,   2563.45
200409,   2650.35,   3093.75,   2578.59,   2722.46,   2622.83
200410,   2688.23,   3220.99,   2636.62,   2686.12,   2661.11
200411,   2771.96,   3234.16,   2778.52,   2624.17,   2697.23
200412,   2902.11,   3452.45,   2888.92,   2647.02,   2835.14
200501,   3017.09,   3517.54,   2988.67,   2807.04,   2994.12
200502,   2995.50,   3531.86,   2833.67,   2692.82,   2943.41
200503,   3021.78,   3855.59,   2801.18,   2756.81,   2954.79
200504,   3010.41,   3795.69,   2764.71,   2748.22,   2888.69
200505,   2903.66,   3655.39,   2676.68,   2867.70,   2857.98
200506,   3052.95,   3741.86,   2867.52,   2913.10,   2959.10
200507,   2978.53,   3678.95,   2793.34,   2717.95,   3020.19
200508,   3131.58,   3863.34,   2918.78,   2836.68,   3105.93
200509,   3041.05,   3924.97,   2913.42,   2840.37,   3062.08
200510,   3030.83,   4021.12,   2944.40,   2809.00,   3101.01
200511,   3036.88,   3778.28,   2898.19,   2740.11,   3146.07
200512,   3145.00,   3885.09,   3072.57,   2790.49,   3308.98
200601,   3138.89,   3930.18,   3043.51,   2872.02,   3309.95
200602,   3214.56,   4228.09,   3182.50,   2952.66,   3365.85
200603,   3272.21,   4110.31,   3186.07,   2984.26,   3410.51
200604,   3336.61,   4167.53,   3293.61,   2923.40,   3478.73
200605,   3336.76,   4334.56,   3269.74,   2882.86,   3565.51
200606,   3321.49,   4218.74,   3101.08,   2821.55,   3455.38
200607,   3148.97,   4152.83,   3059.13,   2588.18,   3262.08
200608,   3117.72,   4164.35,   3001.93,   2701.15,   3236.56
200609,   3213.97,   4170.48,   3189.57,   2760.05,   3294.39
200610,   3326.74,   4159.02,   3335.83,   2810.92,   3401.39
200611,   3454.61,   4363.90,   3500.61,   2850.85,   3505.43
200612,   3457.18,   4610.84,   3592.02,   2863.04,   3569.61
200701,   3518.38,   4610.42,   3555.19,   2891.47,   3710.75
200702,   3622.41,   4672.72,   3660.90,   2998.86,   3774.82
200703,   3563.36,   4664.66,   3589.86,   2917.62,   3688.08
200704,   3610.55,   4886.24,   3656.19,   2933.25,   3704.42
200705,   3739.56,   5114.89,   3842.96,   3136.65,   3844.11
200706,   3859.96,   5415.09,   4043.75,   3155.84,   3985.62
200707,   3661.09,   5135.61,   3950.51,   2853.69,   3544.70
200708,   3513.07,   5083.46,   3912.27,   2755.98,   3366.99
200709,   3577.79,   5117.07,   3993.42,   2805.99,   3398.49
200710,   3638.65,   5395.26,   4153.05,   2913.21,   3497.08
200711,   3738.64,   5550.50,   4341.85,   2971.40,   3500.17
200712,   3666.04,   5393.90,   4060.91,   2971.85,   3292.72
200801,   3590.91,   5581.73,   4133.13,   2862.66,   3164.52
200802,   3499.30,   5163.53,   3679.27,   2741.73,   3120.01
200803,   3403.77,   5315.71,   3564.00,   2724.54,   2873.35
200804,   3463.33,   5281.12,   3594.44,   2706.90,   2835.16
200805,   3576.48,   5697.92,   3851.95,   2742.98,   2953.37
200806,   3655.09,   5895.88,   4075.47,   2792.00,   2893.61
200807,   3284.36,   5348.75,   3486.32,   2548.10,   2359.86
200808,   3351.21,   4938.07,   3461.28,   2741.68,   2460.75
200809,   3491.27,   4964.00,   3601.03,   2801.12,   2470.60
200810,   3315.30,   4333.86,   3176.79,   2662.35,   2311.15
200811,   2776.55,   3578.97,   2625.69,   2365.44,   1854.60
200812,   2576.86,   3461.27,   2401.70,   2202.56,   1632.07
200901,   2642.40,   3431.67,   2472.32,   2380.88,   1638.55
200902,   2495.81,   3257.68,   2361.24,   2348.22,   1346.33
200903,   2366.27,   2862.42,   2240.76,   1941.18,   1162.76
200904,   2570.90,   3015.31,   2489.20,   2085.58,   1322.20
200905,   2804.12,   3323.89,   2793.07,   2095.83,   1546.59
200906,   2876.50,   3565.79,   2907.40,   2250.57,   1676.18
200907,   2705.31,   3387.74,   2943.41,   2287.16,   1669.22
200908,   2928.04,   3657.86,   3181.53,   2428.91,   1829.25
200909,   3008.73,   3708.72,   3246.78,   2496.01,   1990.36
200910,   3104.81,   3914.95,   3449.97,   2434.37,   2062.71
200911,   3123.03,   3911.63,   3388.69,   2266.50,   1968.09
200912,   3282.99,   4122.45,   3581.75,   2471.22,   2093.33
201001,   3368.54,   4197.93,   3815.93,   2554.67,   2129.61
201002,   3310.53,   4041.01,   3546.01,   2568.47,   2079.73
201003,   3448.49,   4172.89,   3708.86,   2600.61,   2157.35
201004,   3654.44,   4367.59,   4011.41,   2690.13,   2358.40
201005,   3725.87,   4525.75,   4118.89,   2633.87,   2421.57
201006,   3513.18,   4083.73,   3815.94,   2418.58,   2217.95
201007,   3191.14,   3742.45,   3475.20,   2400.56,   2260.61
201008,   3408.57,   4052.39,   3772.79,   2462.77,   2432.15
201009,   3299.18,   3919.38,   3576.68,   2418.46,   2250.97
201010,   3620.32,   4265.91,   4032.45,   2643.99,   2455.30
201011,   3755.69,   4464.43,   4303.19,   2716.83,   2535.17
201012,   3867.52,   4611.78,   4297.93,   2656.61,   2567.48
201101,   4026.13,   4958.47,   4585.32,   2814.34,   2832.50
201102,   3983.76,   5188.76,   4759.95,   2812.17,   2891.31
201103,   4128.30,   5455.95,   4935.50,   2908.05,   2979.16
201104,   4219.97,   5559.04,   4939.46,   2955.36,   2978.45
201105,   4428.56,   5708.54,   5120.97,   3154.70,   3024.97
201106,   4493.14,   5568.40,   5098.44,   3264.70,   2968.70
201107,   4342.97,   5448.20,   4766.24,   3026.76,   3273.24
201108,   4287.18,   5328.15,   4719.34,   2922.37,   3152.99
201109,   4159.10,   4967.81,   4408.89,   2835.29,   2919.68
201110,   3945.19,   4474.10,   4212.42,   2728.62,   2629.76
201111,   4343.72,   5106.42,   4707.30,   2883.74,   3000.70
201112,   4381.82,   5200.59,   4642.35,   2923.65,   2965.36
201201,   4430.56,   5218.45,   4660.88,   3015.39,   3009.78
201202,   4591.09,   5381.86,   5009.84,   3137.74,   3224.36
201203,   4762.05,   5621.90,   5349.49,   3182.14,   3354.49
201204,   4914.14,   5583.36,   5593.02,   3328.90,   3525.58
201205,   4933.58,   5541.66,   5515.07,   3353.28,   3486.25
201206,   4806.80,   5112.51,   5157.19,   3259.79,   3249.76
201207,   4661.37,   5084.32,   5198.30,   3275.72,   3303.70
201208,   4739.02,   5209.84,   5261.10,   3360.05,   3273.37
201209,   4846.15,   5300.77,   5458.37,   3412.42,   3387.83
201210,   4959.37,   5462.78,   5607.45,   3572.61,   3538.39
201211,   4924.91,   5432.11,   5350.86,   3506.93,   3571.55
201212,   5034.81,   5462.51,   5464.23,   3579.67,   3575.87
201301,   4994.71,   5554.95,   5491.71,   3568.31,   3692.66
201302,   5298.94,   5915.22,   5673.41,   3858.23,   3962.42
201303,   5388.45,   5965.94,   5752.84,   3938.28,   4043.87
201304,   5669.16,   6161.17,   6005.13,   4198.57,   4223.87
201305,   5886.68,   6221.22,   6115.10,   4297.09,   4279.50
201306,   5951.56,   6304.76,   6295.39,   4394.65,   4555.54
201307,   5621.05,   6108.38,   5864.78,   4125.60,   4351.19
201308,   5931.04,   6455.17,   6223.44,   4460.42,   4591.63
201309,   5705.07,   6303.19,   6200.31,   4292.44,   4431.92
201310,   5940.73,   6544.74,   6437.19,   4494.11,   4602.20
201311,   6305.79,   6844.28,   6768.68,   4671.31,   4783.41
201312,   6473.46,   6932.12,   6989.01,   4878.81,   5008.62
201401,   6547.51,   7119.32,   7293.08,   4939.15,   5173.82
201402,   6195.67,   6881.16,   7191.26,   5020.86,   4966.45
201403,   6503.89,   7249.78,   7524.22,   5343.78,   5140.92
201404,   6554.49,   7364.27,   7509.91,   5213.08,   5270.59
201405,   6548.17,   7614.50,   7436.78,   5212.35,   5202.94
201406,   6665.79,   7667.11,   7740.11,   5310.03,   5306.64
201407,   6608.70,   7600.36,   7446.05,   4315.15,   5045.31
201408,   6415.87,   7268.26,   7473.51,   4293.14,   4952.10
201409,   6757.16,   7544.58,   7739.48,   4532.45,   5184.78
201410,   6673.61,   7213.60,   7684.98,   4532.93,   5138.06
201411,   6883.38,   7270.59,   7802.34,   4834.06,   5317.68
201412,   7310.88,   7117.64,   8157.84,   4962.30,   5486.36
201501,   7321.21,   7144.76,   8093.69,   4918.29,   5558.77
201502,   7307.24,   6954.51,   7827.62,   5009.22,   5232.82
201503,   7724.95,   7227.00,   8515.95,   5081.58,   5616.14
201504,   7679.22,   7077.94,   8353.59,   5128.38,   5598.00
201505,   7598.32,   7201.61,   8540.29,   5046.85,   5626.44
201506,   7653.96,   7126.28,   8730.78,   5278.23,   5745.26
201507,   7202.05,   6718.17,   8003.67,   4746.48,   5382.63
201508,   7541.25,   6496.67,   8192.89,   4919.55,   5497.54
201509,   7166.11,   6239.68,   7684.00,   4489.62,   5163.75
201510,   7074.60,   6017.90,   7634.31,   4177.46,   5032.84
201511,   7451.48,   6549.96,   8414.02,   4490.15,   5373.98
201512,   7489.02,   6545.87,   8483.49,   4533.42,   5477.10
201601,   7519.64,   6338.21,   8307.06,   4550.76,   5322.57
